"release_group","worldwide","avg_domestic_percent","avg_foreign_percent","rating","vote_count"
"Of Gods and Men","43803417.000000000000","9.0000000000000000","91.0000000000000000","6.670","367.0"
"Detective Conan: The Raven Chaser","39664359.000000000000","0.00000000000000000000","100.0000000000000000","7.300","132.0"
"Twisted","40954603.000000000000","61.5000000000000000","38.5000000000000000","5.563","525.0"
"Apocalypse Now Redux","12543269.000000000000","36.9000000000000000","63.1000000000000000","8.276","8262.0"
"Prem Ratan Dhan Payo","52715771.000000000000","8.3000000000000000","91.7000000000000000","5.318","110.0"
"A Writer's Odyssey","150123320.000000000000","0.10000000000000000000","99.9000000000000000","7.100","301.0"
"Like a Boss","30399490.000000000000","72.9000000000000000","27.1000000000000000","6.268","634.0"
"Kingdom of Heaven","218122627.00000000","21.7000000000000000","78.3000000000000000","6.971","4297.0"
"Crows Zero II","29893636.000000000000","0.00000000000000000000","100.0000000000000000","7.207","217.0"
"Appaloosa","27712362.000000000000","72.9000000000000000","27.1000000000000000","6.578","991.0"
"Transformers: Age of Extinction","1104054072.00000000","22.2000000000000000","77.8000000000000000","5.941","8163.0"
"Secret in Their Eyes","34854990.000000000000","57.9000000000000000","42.1000000000000000","6.400","1334.0"
"Tarzan","44095996.000000000000","0.00000000000000000000","100.0000000000000000","7.397","6776.0"
"Solomon Kane","19652185.000000000000","0.00000000000000000000","100.0000000000000000","6.018","1384.0"
"Song of Youth","49615508.000000000000","0.00000000000000000000","100.0000000000000000","6.200","13.0"
"The Chorus","82032134.000000000000","2.5000000000000000","97.5000000000000000","7.730","2415.0"
"Whiskey Tango Foxtrot","24972139.000000000000","92.4000000000000000","7.6000000000000000","6.300","964.0"
"The Back-up Plan","77477008.000000000000","48.4000000000000000","51.6000000000000000","6.100","1398.0"
"The Family That Preys","37105289.000000000000","100.0000000000000000","0.00000000000000000000","6.800","83.0"
"Easter Sunday","13074255.000000000000","99.5000000000000000","0.50000000000000000000","5.800","41.0"
"Downton Abbey: A New Era","92651384.000000000000","47.6000000000000000","52.4000000000000000","7.200","483.0"
"Black Widow","379751655.00000000","48.4000000000000000","51.6000000000000000","7.200","10235.0"
"Lost in Thailand","197757387.000000000000","0.00000000000000000000","100.0000000000000000","6.400","115.0"
"Another Year","19722766.000000000000","16.3000000000000000","83.7000000000000000","7.000","386.0"
"The Gambler","39280992.000000000000","85.7000000000000000","14.3000000000000000","6.007","1406.0"
"The Suspect","28674130.000000000000","0.80000000000000000000","99.2000000000000000","5.500","34.0"
"The Possession","85446075.000000000000","57.5000000000000000","42.5000000000000000","6.050","1584.0"
"Orange County","43325009.000000000000","94.8000000000000000","5.2000000000000000","6.028","451.0"
"3:10 to Yuma","70016220.000000000000","76.6000000000000000","23.4000000000000000","7.200","3594.0"
"Master and Commander: The Far Side of the World","211622535.00000000","44.4000000000000000","55.6000000000000000","7.200","3160.0"
"What Lies Beneath","291420351.00000000","53.3000000000000000","46.7000000000000000","6.416","1818.0"
"Our Idiot Brother","25804448.000000000000","96.2000000000000000","3.8000000000000000","6.150","957.0"
"Ocean's Eleven","450717150.00000000","40.7000000000000000","59.3000000000000000","7.447","11613.0"
"Diary of a Wimpy Kid","76196538.000000000000","84.0000000000000000","16.0000000000000000","6.226","1586.0"
"Duets","6620242.000000000000","71.6000000000000000","28.4000000000000000","5.663","143.0"
"Sorority Boys","12517488.000000000000","81.5000000000000000","18.5000000000000000","5.500","237.0"
"Pain & Gain","87305549.000000000000","57.1000000000000000","42.9000000000000000","6.274","4453.0"
"Lost Souls","31355910.000000000000","53.6000000000000000","46.4000000000000000","5.000","184.0"
"Jack and Jill","149673788.000000000000","49.5000000000000000","50.5000000000000000","4.371","2093.0"
"Mechanic: Resurrection","125729635.000000000000","16.9000000000000000","83.1000000000000000","6.018","3360.0"
"Pacific Rim","411002906.00000000","24.8000000000000000","75.2000000000000000","6.905","12444.0"
"The Five-Year Engagement","54169363.000000000000","53.2000000000000000","46.8000000000000000","5.844","1318.0"
"Detective Conan: Crossroad in the Ancient Capital","24342320.000000000000","0.00000000000000000000","100.0000000000000000","7.100","148.0"
"Incredibles 2","1242805359.00000000","49.0000000000000000","51.0000000000000000","7.461","12877.0"
"The 40-Year-Old Virgin","177378645.000000000000","61.7000000000000000","38.3000000000000000","6.404","6688.0"
"Speak No Evil","76756109.000000000000","48.1000000000000000","51.9000000000000000","7.300","1110.0"
"Thir13en Ghosts","68467960.000000000000","61.1000000000000000","38.9000000000000000","6.244","2114.0"
"The Iron Lady","115890699.000000000000","25.9000000000000000","74.1000000000000000","6.358","1724.0"
"The Guilt Trip","41863726.000000000000","88.7000000000000000","11.3000000000000000","5.598","708.0"
"Bombshell","61404394.000000000000","51.7000000000000000","48.3000000000000000","6.800","2974.0"
"Threads - Our Tapestry of Love","20474270.000000000000","0.00000000000000000000","100.0000000000000000","7.300","21.0"
"Seed of Chucky","24829644.000000000000","68.8000000000000000","31.2000000000000000","5.500","1613.0"
"My Girlfriend Is an Agent","21056256.000000000000","0.00000000000000000000","100.0000000000000000","6.258","93.0"
"Girls","33325338.000000000000","0.00000000000000000000","100.0000000000000000","6.000","24.0"
"Day Watch","38411815.000000000000","0.00000000000000000000","100.0000000000000000","6.132","525.0"
"Good Night, and Good Luck.","54641191.000000000000","57.8000000000000000","42.2000000000000000","7.078","980.0"
"Speed Racer","93945766.000000000000","46.8000000000000000","53.2000000000000000","6.300","1555.0"
"House of the Dead","13818181.000000000000","74.2000000000000000","25.8000000000000000","3.100","389.0"
"The Santa Clause 2","172855065.000000000000","80.6000000000000000","19.4000000000000000","5.950","1318.0"
"My Big Fat Greek Wedding 3","38831076.000000000000","73.4000000000000000","26.6000000000000000","6.000","156.0"
"Mission: Impossible II","546388108.00000000","39.4000000000000000","60.6000000000000000","6.126","6741.0"
"My Fairy Troublemaker","7177868.000000000000","0.00000000000000000000","100.0000000000000000","7.256","39.0"
"Malibu's Most Wanted","34622504.000000000000","99.5000000000000000","0.50000000000000000000","5.098","260.0"
"Next Goal Wins","18648802.000000000000","36.0000000000000000","64.0000000000000000","6.400","463.0"
"Dude, Where's My Car?","73180723.000000000000","63.9000000000000000","36.1000000000000000","5.500","1867.0"
"Kamen Rider Decade: All Riders vs. Dai-Shocker","19418091.000000000000","0.00000000000000000000","100.0000000000000000","5.900","10.0"
"Operation Mincemeat","15621194.000000000000","0.00000000000000000000","100.0000000000000000","6.503","683.0"
"Chronicle","126636097.000000000000","51.0000000000000000","49.0000000000000000","6.829","5285.0"
"The Marksman","23076711.000000000000","67.5000000000000000","32.5000000000000000","6.836","1591.0"
"A Touch of Spice","10395779.000000000000","0.00000000000000000000","100.0000000000000000","6.600","118.0"
"The Turning","19428166.000000000000","79.6000000000000000","20.4000000000000000","5.700","973.0"
"Dungeons & Dragons","33978694.000000000000","45.3000000000000000","54.7000000000000000","4.400","620.0"
"Rambo: Last Blood","91490353.000000000000","49.0000000000000000","51.0000000000000000","6.542","3894.0"
"Lady in the Water","72785169.000000000000","58.1000000000000000","41.9000000000000000","5.600","1384.0"
"Bheemla Nayak","15243922.000000000000","0.00000000000000000000","100.0000000000000000","5.679","14.0"
"Black Mass","99975678.000000000000","62.6000000000000000","37.4000000000000000","6.500","3334.0"
"The Wild Goose Lake","31064835.000000000000","0.00000000000000000000","100.0000000000000000","6.632","337.0"
"The Young Victoria","29181829.000000000000","37.7000000000000000","62.3000000000000000","7.200","1006.0"
"Lord of War","72617068.000000000000","33.3000000000000000","66.7000000000000000","7.326","4789.0"
"How to Be a Good Wife","6033430.000000000000","0.00000000000000000000","100.0000000000000000","5.700","231.0"
"Gorko!","27369902.000000000000","0.00000000000000000000","100.0000000000000000","5.800","87.0"
"Monsieur Aznavour","15188639.000000000000","0.00000000000000000000","100.0000000000000000","7.346","172.0"
"Red Planet","33463969.000000000000","52.2000000000000000","47.8000000000000000","5.703","1028.0"
"Villain","22414467.000000000000","0.00000000000000000000","100.0000000000000000","6.538","39.0"
"2.0","36945969.000000000000","11.2000000000000000","88.8000000000000000","5.869","153.0"
"The Accidental Husband","22707064.000000000000","0.00000000000000000000","100.0000000000000000","5.500","539.0"
"Murder by Numbers","56714147.000000000000","56.3000000000000000","43.7000000000000000","6.100","1018.0"
"Boonie Bears: The Big Shrink","96845907.000000000000","0.00000000000000000000","100.0000000000000000","6.400","12.0"
"Life Is Beautiful","8458639.000000000000","0.00000000000000000000","100.0000000000000000","6.694","18.0"
"Mars Needs Moms","39233678.000000000000","54.5000000000000000","45.5000000000000000","5.945","695.0"
"Black & White","5541431.000000000000","95.2000000000000000","4.8000000000000000","7.676","732.0"
"Bibi Blocksberg","10325928.000000000000","0.00000000000000000000","100.0000000000000000","5.964","83.0"
"They","16446271.000000000000","78.1000000000000000","21.9000000000000000","5.053","264.0"
"Now or Never","5995963.000000000000","0.00000000000000000000","100.0000000000000000","6.000","8.0"
"Valerian and the City of a Thousand Planets","225874228.00000000","18.2000000000000000","81.8000000000000000","6.630","7478.0"
"Mortal Engines","83672673.000000000000","19.1000000000000000","80.9000000000000000","6.215","4672.0"
"Shaun of the Dead","30039392.000000000000","45.1000000000000000","54.9000000000000000","7.542","8489.0"
"Phases of the Moon","7564756.000000000000","0.00000000000000000000","100.0000000000000000","7.400","10.0"
"Bless the Child","40443010.000000000000","72.6000000000000000","27.4000000000000000","5.329","277.0"
"Dune: Part One","402127830.00000000","26.9000000000000000","73.1000000000000000","7.784","12888.0"
"The Little Polar Bear","11243547.000000000000","0.00000000000000000000","100.0000000000000000","6.100","46.0"
"Mortdecai","47275695.000000000000","16.3000000000000000","83.7000000000000000","5.500","2628.0"
"Connie and Carla","11341016.000000000000","71.3000000000000000","28.7000000000000000","5.900","91.0"
"Black Knight","39976235.000000000000","83.6000000000000000","16.4000000000000000","5.400","1099.0"
"Fading Gigolo","22706304.000000000000","16.6000000000000000","83.4000000000000000","5.840","580.0"
"Wish Upon","23468586.000000000000","60.9000000000000000","39.1000000000000000","5.680","1367.0"
"Digimon: The Movie","16643191.000000000000","57.9000000000000000","42.1000000000000000","6.526","274.0"
"The Boat That Rocked","36348784.000000000000","22.1000000000000000","77.9000000000000000","7.242","2094.0"
"Fantasia 2000","90874570.000000000000","66.7000000000000000","33.3000000000000000","6.967","1270.0"
"Trolls","347013487.00000000","44.3000000000000000","55.7000000000000000","6.600","3588.0"
"Winter's Tale","30800231.000000000000","40.9000000000000000","59.1000000000000000","6.266","1333.0"
"Jack the Giant Slayer","197687603.000000000000","33.0000000000000000","67.0000000000000000","5.845","4893.0"
"The Illusionist","87892388.000000000000","45.4000000000000000","54.6000000000000000","7.294","4892.0"
"Ruby Gillman: Teenage Kraken","45657745.000000000000","34.5000000000000000","65.5000000000000000","7.200","976.0"
"Smallfoot","217940103.00000000","38.2000000000000000","61.8000000000000000","6.784","1512.0"
"War Room","73267874.000000000000","92.5000000000000000","7.5000000000000000","7.834","523.0"
"My Week with Marilyn","35057696.000000000000","41.6000000000000000","58.4000000000000000","6.681","1284.0"
"Perfect Stranger","73534117.000000000000","32.6000000000000000","67.4000000000000000","5.794","925.0"
"The Batman","772245583.00000000","47.8000000000000000","52.2000000000000000","7.664","10441.0"
"The Possession of Hannah Grace","43016528.000000000000","34.5000000000000000","65.5000000000000000","5.598","1341.0"
"Ballad","19328678.000000000000","0.00000000000000000000","100.0000000000000000","5.700","10.0"
"Crazy Heart","47405566.000000000000","83.2000000000000000","16.8000000000000000","6.920","1050.0"
"Exit","69501772.000000000000","0.70000000000000000000","99.3000000000000000","7.600","247.0"
"Tad, the Lost Explorer, and the Secret of King Midas","35704046.000000000000","0.00000000000000000000","100.0000000000000000","6.700","407.0"
"Secret Window","92913171.000000000000","51.7000000000000000","48.3000000000000000","6.573","3606.0"
"The Machine","10664328.000000000000","98.1000000000000000","1.90000000000000000000","5.796","157.0"
"To Rome with Love","73244881.000000000000","22.8000000000000000","77.2000000000000000","5.784","1994.0"
"Singh Is King","29169677.000000000000","7.4000000000000000","92.6000000000000000","5.547","96.0"
"The Last Voyage of the Demeter","21786275.000000000000","62.6000000000000000","37.4000000000000000","6.796","1605.0"
"Bhool Bhulaiyaa 2","18307258.000000000000","0.00000000000000000000","100.0000000000000000","6.300","69.0"
"Push","48858618.000000000000","65.1000000000000000","34.9000000000000000","6.144","2268.0"
"John Carter","284139100.00000000","25.7000000000000000","74.3000000000000000","6.323","5608.0"
"Blades of Glory","145710347.000000000000","81.4000000000000000","18.6000000000000000","6.109","1755.0"
"Living","12377310.000000000000","24.5000000000000000","75.5000000000000000","6.973","407.0"
"We Were There: True Love","28876929.000000000000","0.00000000000000000000","100.0000000000000000","8.200","21.0"
"Disaster Movie","34816824.000000000000","40.8000000000000000","59.2000000000000000","3.168","1032.0"
"Mama","146428180.000000000000","48.9000000000000000","51.1000000000000000","6.273","4137.0"
"Daddy Day Care","164433867.000000000000","63.4000000000000000","36.6000000000000000","5.895","2104.0"
"So Young","114926694.000000000000","0.00000000000000000000","100.0000000000000000","6.200","103.0"
"RRRrrrr!!!","13315054.000000000000","0.40000000000000000000","99.6000000000000000","6.327","1165.0"
"Jurassic Park III","368780809.00000000","49.1000000000000000","50.9000000000000000","6.100","7133.0"
"Cats & Dogs 3: Paws Unite","5300000.000000000000","0.00000000000000000000","100.0000000000000000","6.200","204.0"
"Earth to Echo","45681062.000000000000","85.2000000000000000","14.8000000000000000","5.895","581.0"
"American Pie 2","287553595.00000000","50.5000000000000000","49.5000000000000000","6.200","4905.0"
"Thor: Love and Thunder","760928081.00000000","45.1000000000000000","54.9000000000000000","6.436","7630.0"
"The End of Endless Love","43950000.000000000000","0.00000000000000000000","100.0000000000000000","3.500","4.0"
"The Skeleton Key","93983911.000000000000","51.0000000000000000","49.0000000000000000","6.623","2068.0"
"Crouching Tiger, Hidden Dragon: Sword of Destiny","38659039.000000000000","0.00000000000000000000","100.0000000000000000","6.102","643.0"
"R.I.P.D.","78324220.000000000000","42.9000000000000000","57.1000000000000000","5.835","3991.0"
"The Pope's Exorcist","76987621.000000000000","26.0000000000000000","74.0000000000000000","6.973","2748.0"
"Respect","32882823.000000000000","73.8000000000000000","26.2000000000000000","6.800","412.0"
"Diary of a Wimpy Kid: The Long Haul","40140972.000000000000","51.7000000000000000","48.3000000000000000","5.303","473.0"
"Pilot","30917972.000000000000","0.00000000000000000000","100.0000000000000000","7.600","18.0"
"The Theory of Everything","123726688.000000000000","29.0000000000000000","71.0000000000000000","7.800","10524.0"
"How High","31283740.000000000000","99.7000000000000000","0.30000000000000000000","6.300","942.0"
"A Complete Unknown","25679729.000000000000","100.0000000000000000","0.00000000000000000000","8.300","21.0"
"Dragon Ball Super: Super Hero","86562140.000000000000","44.0000000000000000","56.0000000000000000","7.900","2839.0"
"The Good Liar","33856058.000000000000","50.7000000000000000","49.3000000000000000","6.700","1133.0"
"John Wick: Chapter 2","171539887.000000000000","53.6000000000000000","46.4000000000000000","7.334","13084.0"
"The Peasants","10064347.000000000000","1.50000000000000000000","98.5000000000000000","7.700","112.0"
"Life","100541806.000000000000","30.1000000000000000","69.9000000000000000","6.443","7350.0"
"The Girl from Paris","12812396.000000000000","1.40000000000000000000","98.6000000000000000","6.309","76.0"
"Manual of Love","22079820.000000000000","0.00000000000000000000","100.0000000000000000","5.737","317.0"
"Hero","177395557.000000000000","30.3000000000000000","69.7000000000000000","7.498","2264.0"
"Grave Decisions","17685834.000000000000","0.00000000000000000000","100.0000000000000000","6.965","99.0"
"The Road to El Dorado","76432727.000000000000","66.5000000000000000","33.5000000000000000","7.256","3740.0"
"A Man Called Otto","113360085.000000000000","56.7000000000000000","43.3000000000000000","7.764","2816.0"
"The Box","33333531.000000000000","45.2000000000000000","54.8000000000000000","5.626","1757.0"
"The Snow Queen 3: Fire and Ice","24644317.000000000000","0.00000000000000000000","100.0000000000000000","7.200","77.0"
"Time Raiders","145819137.000000000000","0.00000000000000000000","100.0000000000000000","5.800","18.0"
"Hellboy II: The Golden Army","168319243.000000000000","45.1000000000000000","54.9000000000000000","6.764","5188.0"
"The Women","50007546.000000000000","53.8000000000000000","46.2000000000000000","5.100","335.0"
"Citizen of a Kind","11976305.000000000000","0.00000000000000000000","100.0000000000000000","7.438","24.0"
"Train to Busan","92742323.000000000000","2.3000000000000000","97.7000000000000000","7.800","7470.0"
"Detective Conan: The Eleventh Striker","44369456.000000000000","0.00000000000000000000","100.0000000000000000","6.900","124.0"
"Harry Potter and the Half-Blood Prince","933959197.00000000","32.3000000000000000","67.7000000000000000","7.688","19506.0"
"The Divine Move","27926871.000000000000","0.50000000000000000000","99.5000000000000000","6.800","95.0"
"Pride & Prejudice","121616555.000000000000","31.6000000000000000","68.4000000000000000","8.071","8058.0"
"Ballistic: Ecks vs. Sever","19924033.000000000000","71.8000000000000000","28.2000000000000000","4.344","362.0"
"Edge of Darkness","81126522.000000000000","53.4000000000000000","46.6000000000000000","6.300","1527.0"
"Amour","29652180.000000000000","22.7000000000000000","77.3000000000000000","7.760","1621.0"
"Suck Me Shakespeer 2","83027924.000000000000","0.00000000000000000000","100.0000000000000000","6.431","943.0"
"Under the Sea 3D","55902624.000000000000","64.9000000000000000","35.1000000000000000","6.991","58.0"
"Trolls Band Together","209372790.00000000","49.2000000000000000","50.8000000000000000","7.300","858.0"
"Padmaavat","22991060.000000000000","51.5000000000000000","48.5000000000000000","6.933","270.0"
"Wolf Warrior","81411331.000000000000","0.00000000000000000000","100.0000000000000000","6.200","245.0"
"Cars","461983149.00000000","52.8000000000000000","47.2000000000000000","7.000","13983.0"
"Sultan","87280000.000000000000","7.1000000000000000","92.9000000000000000","6.900","220.0"
"Win a Date with Tad Hamilton!","21513434.000000000000","79.4000000000000000","20.6000000000000000","5.700","488.0"
"Darkest Hour","150847207.000000000000","37.4000000000000000","62.6000000000000000","7.354","5077.0"
"Accepted","38623262.000000000000","94.0000000000000000","6.0000000000000000","6.400","1570.0"
"Johnny English Strikes Again","158970776.000000000000","2.8000000000000000","97.2000000000000000","6.269","2476.0"
"The Longest Yard","191466556.000000000000","82.6000000000000000","17.4000000000000000","6.656","3369.0"
"Jay and Silent Bob Strike Back","33788161.000000000000","89.0000000000000000","11.0000000000000000","6.400","1546.0"
"Robin Hood","86489031.000000000000","35.6000000000000000","64.4000000000000000","6.391","4605.0"
"Serving Sara","20146150.000000000000","84.0000000000000000","16.0000000000000000","5.400","316.0"
"Ice Princess","27645491.000000000000","88.3000000000000000","11.7000000000000000","6.400","890.0"
"The Last Trapper","14905929.000000000000","0.00000000000000000000","100.0000000000000000","6.795","83.0"
"Black Christmas","21510851.000000000000","75.7000000000000000","24.3000000000000000","6.916","815.0"
"Special ID","29139936.000000000000","0.00000000000000000000","100.0000000000000000","5.900","156.0"
"BlacKkKlansman","93400823.000000000000","52.8000000000000000","47.2000000000000000","7.507","7516.0"
"I Love You, Man","91980359.000000000000","77.7000000000000000","22.3000000000000000","6.558","1710.0"
"Downton Abbey","194694725.000000000000","49.7000000000000000","50.3000000000000000","7.100","1124.0"
"Pride and Glory","31200557.000000000000","50.5000000000000000","49.5000000000000000","6.400","867.0"
"Miracle","64445708.000000000000","99.9000000000000000","0.10000000000000000000","7.068","594.0"
"The Matrix Resurrections","157386805.000000000000","23.9000000000000000","76.1000000000000000","6.395","5765.0"
"The Life Aquatic with Steve Zissou","34808403.000000000000","69.0000000000000000","31.0000000000000000","7.088","2871.0"
"Bride & Prejudice","24716440.000000000000","26.7000000000000000","73.3000000000000000","6.500","371.0"
"Boo! A Madea Halloween","74827344.000000000000","97.8000000000000000","2.2000000000000000","5.700","411.0"
"Role Models","92649419.000000000000","72.6000000000000000","27.4000000000000000","6.483","1891.0"
"Stree","22075730.000000000000","0.00000000000000000000","100.0000000000000000","6.905","152.0"
"Bad Genius","44560421.000000000000","0.00000000000000000000","100.0000000000000000","7.894","784.0"
"Master","51636415.000000000000","1.20000000000000000000","98.8000000000000000","7.395","947.0"
"Into the Woods","212902372.00000000","60.1000000000000000","39.9000000000000000","5.800","4235.0"
"Kung Fu Panda 3","521170825.00000000","27.5000000000000000","72.5000000000000000","6.912","6051.0"
"Brave","538983207.00000000","44.0000000000000000","56.0000000000000000","7.019","13378.0"
"Iron Man 2","623933331.00000000","50.1000000000000000","49.9000000000000000","6.844","21041.0"
"Shall We Dance?","170128460.000000000000","34.0000000000000000","66.0000000000000000","6.410","1200.0"
"The Last Exorcism","69432527.000000000000","59.1000000000000000","40.9000000000000000","5.677","1013.0"
"American Outlaws","13678913.000000000000","97.5000000000000000","2.5000000000000000","6.029","244.0"
"The Replacements","50054511.000000000000","89.4000000000000000","10.6000000000000000","6.600","957.0"
"The Town","154026136.000000000000","59.9000000000000000","40.1000000000000000","7.218","5045.0"
"The Crown Jewels","39000000.000000000000","0.00000000000000000000","100.0000000000000000","5.500","43.0"
"Doraemon the Movie: The New Records of Nobita's Spaceblazer","25422212.000000000000","0.00000000000000000000","100.0000000000000000","6.893","42.0"
"Stay Alive","27298695.000000000000","84.6000000000000000","15.4000000000000000","5.804","748.0"
"Lyle, Lyle, Crocodile","111080122.000000000000","42.2000000000000000","57.8000000000000000","7.000","574.0"
"Gifted","43046590.000000000000","57.6000000000000000","42.4000000000000000","8.023","5520.0"
"Cloverfield","172394180.000000000000","46.4000000000000000","53.6000000000000000","6.693","7078.0"
"Heidi","35755670.000000000000","0.00000000000000000000","100.0000000000000000","7.200","394.0"
"Doom","58072119.000000000000","48.6000000000000000","51.4000000000000000","5.145","2231.0"
"Kingdom 4: Return of the Great General","54114815.000000000000","0.00000000000000000000","100.0000000000000000","6.917","30.0"
"Mission: Impossible - Fallout","791115104.00000000","27.8000000000000000","72.2000000000000000","7.400","8246.0"
"Masquerade Hotel","40396244.000000000000","0.00000000000000000000","100.0000000000000000","6.800","34.0"
"Zookeeper","169852759.000000000000","47.3000000000000000","52.7000000000000000","5.430","1651.0"
"Public Enemy","15897574.000000000000","0.00000000000000000000","100.0000000000000000","7.200","63.0"
"The Witch: Part 1 - The Subversion","24340302.000000000000","0.00000000000000000000","100.0000000000000000","7.800","560.0"
"The Thieves","87126367.000000000000","0.80000000000000000000","99.2000000000000000","6.700","290.0"
"Step Up All In","86165646.000000000000","17.3000000000000000","82.7000000000000000","6.830","1924.0"
"Cats & Dogs","200687492.00000000","46.5000000000000000","53.5000000000000000","5.379","1624.0"
"Priscilla","33111706.000000000000","63.3000000000000000","36.7000000000000000","6.800","786.0"
"Dan in Real Life","68471669.000000000000","69.6000000000000000","30.4000000000000000","6.547","1213.0"
"Toy Story 4","1073394593.00000000","40.4000000000000000","59.6000000000000000","7.500","9802.0"
"Chasing the Dragon II: Wild Wild Bunch","45733356.000000000000","0.40000000000000000000","99.6000000000000000","5.900","26.0"
"Stardust","137515140.000000000000","28.1000000000000000","71.9000000000000000","7.277","4063.0"
"Public Enemies","214104620.00000000","45.4000000000000000","54.6000000000000000","6.687","4438.0"
"Elf","220443451.00000000","78.7000000000000000","21.3000000000000000","6.654","4095.0"
"Confessions of a Dangerous Mind","33013805.000000000000","48.5000000000000000","51.5000000000000000","6.701","1132.0"
"Hot Fuzz","80577265.000000000000","29.3000000000000000","70.7000000000000000","7.600","7577.0"
"Do You Know Claudia?","21852972.000000000000","0.00000000000000000000","100.0000000000000000","6.740","1008.0"
"The Lord of the Rings: The Two Towers","923015234.00000000","36.8000000000000000","63.2000000000000000","8.400","22003.0"
"Just Call Me Nobody","23705022.000000000000","0.00000000000000000000","100.0000000000000000","4.500","15.0"
"Selma","66787908.000000000000","78.0000000000000000","22.0000000000000000","7.398","2183.0"
"20th Century Boys 3: Redemption","48397818.000000000000","0.00000000000000000000","100.0000000000000000","6.700","61.0"
"A Quiet Place: Day One","261786322.00000000","53.1000000000000000","46.9000000000000000","6.776","2299.0"
"Lantana","15747450.000000000000","29.4000000000000000","70.6000000000000000","6.625","200.0"
"Gintama: The Final","17252960.000000000000","0.00000000000000000000","100.0000000000000000","8.200","62.0"
"Abduction","82087155.000000000000","34.2000000000000000","65.8000000000000000","5.865","2861.0"
"A Smile Doesn't Lie","9211570.000000000000","0.00000000000000000000","100.0000000000000000","5.818","22.0"
"The Darkest Minds","41142379.000000000000","30.9000000000000000","69.1000000000000000","7.000","2806.0"
"The Last Warrior: Root of Evil","28357398.000000000000","0.00000000000000000000","100.0000000000000000","6.900","174.0"
"Gantz","40568961.000000000000","0.00000000000000000000","100.0000000000000000","6.571","304.0"
"Death Wish","49562710.000000000000","68.6000000000000000","31.4000000000000000","6.200","2565.0"
"The Invasion","40170558.000000000000","37.5000000000000000","62.5000000000000000","6.000","1511.0"
"Caution, Hazardous Wife: The Movie","10356359.000000000000","0.00000000000000000000","100.0000000000000000","7.100","11.0"
"The Girl Next Door","30381722.000000000000","48.0000000000000000","52.0000000000000000","6.725","3545.0"
"The Battle at Lake Changjin","902548476.00000000","0.00000000000000000000","100.0000000000000000","5.900","102.0"
"Hollywood Ending","14569744.000000000000","33.3000000000000000","66.7000000000000000","6.527","496.0"
"The Tiger and the Snow","25460023.000000000000","0.00000000000000000000","100.0000000000000000","6.774","474.0"
"Out Cold","14782676.000000000000","94.1000000000000000","5.9000000000000000","5.852","169.0"
"Friends with Money","18245244.000000000000","73.3000000000000000","26.7000000000000000","5.090","575.0"
"The Ice Road","7502846.000000000000","0.00000000000000000000","100.0000000000000000","6.815","1687.0"
"Captain America: The First Avenger","370569774.00000000","47.7000000000000000","52.3000000000000000","7.001","21456.0"
"Red Riding Hood","90260376.000000000000","41.7000000000000000","58.3000000000000000","6.000","3140.0"
"The Garfield Movie","234572723.00000000","39.2000000000000000","60.8000000000000000","7.117","1130.0"
"Jackass Forever","80563999.000000000000","71.7000000000000000","28.3000000000000000","6.816","779.0"
"Polisse","20590872.000000000000","1.00000000000000000000","99.0000000000000000","7.794","1217.0"
"I Belonged to You","119107580.000000000000","0.60000000000000000000","99.4000000000000000","6.200","20.0"
"The Adventures of Sharkboy and Lavagirl 3-D","71992655.000000000000","54.4000000000000000","45.6000000000000000","5.177","1498.0"
"The Rescue","64237554.000000000000","0.00000000000000000000","100.0000000000000000","6.700","49.0"
"Baby Mama","64444713.000000000000","93.9000000000000000","6.1000000000000000","5.939","650.0"
"Furiosa: A Mad Max Saga","173775791.000000000000","38.8000000000000000","61.2000000000000000","7.514","3643.0"
"Valiant","61746888.000000000000","31.5000000000000000","68.5000000000000000","5.530","898.0"
"Bridge to Terabithia","137587063.000000000000","59.8000000000000000","40.2000000000000000","7.300","4799.0"
"Our Times","83867493.000000000000","0.00000000000000000000","100.0000000000000000","7.300","155.0"
"Mohabbatein","4279351.000000000000","25.0000000000000000","75.0000000000000000","7.000","238.0"
"Neighbors","270665134.00000000","55.5000000000000000","44.5000000000000000","6.187","6912.0"
"The Strangers","82410456.000000000000","63.8000000000000000","36.2000000000000000","6.109","2417.0"
"Eternals","402064899.00000000","41.0000000000000000","59.0000000000000000","6.847","8310.0"
"Shooter","95696996.000000000000","49.1000000000000000","50.9000000000000000","7.119","4925.0"
"The Twilight Saga: Eclipse","698491347.00000000","43.0000000000000000","57.0000000000000000","6.207","8753.0"
"The Secret in Their Eyes","35079650.000000000000","18.2000000000000000","81.8000000000000000","7.996","2550.0"
"Wish Dragon","21120000.000000000000","0.00000000000000000000","100.0000000000000000","7.875","1346.0"
"House of Gucci","153269161.000000000000","35.1000000000000000","64.9000000000000000","6.594","3111.0"
"The Rum Diary","30134958.000000000000","43.5000000000000000","56.5000000000000000","5.875","1220.0"
"Sweet November","65754228.000000000000","38.5000000000000000","61.5000000000000000","6.863","1308.0"
"The Witches","29303571.000000000000","0.70000000000000000000","99.3000000000000000","6.377","2806.0"
"Lady Bird","78965611.000000000000","62.0000000000000000","38.0000000000000000","7.259","8504.0"
